filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20181117_145934.jpg,1067,800,pavoreal,644,544,817,706
IMG_20190121_153539.jpg,800,1067,pavoreal,398,387,508,454
IMG_20181126_141514.jpg,1067,800,pavoreal,199,253,400,738
IMG_20190124_114500.jpg,800,1067,pavoreal,344,468,462,530
IMG_20181022_124644.jpg,1067,800,pavoreal,382,441,501,611
IMG_20181022_124644.jpg,1067,800,pavoreal,504,444,664,566
IMG_20190124_114434.jpg,800,1067,pavoreal,168,511,374,629
IMG_20190123_095338.jpg,1067,800,pavoreal,712,377,798,616
IMG_20190123_085057.jpg,800,1067,pavoreal,349,520,427,654
IMG_20190123_180211.jpg,1067,800,pavoreal,606,311,686,454
IMG_20181022_125332.jpg,800,1067,pavoreal,414,687,512,834
IMG_20181022_125332.jpg,800,1067,pavoreal,263,529,332,628
IMG_20190124_114502.jpg,800,1067,pavoreal,307,498,455,570
IMG_20181022_124636.jpg,1067,800,pavoreal,359,505,675,746
IMG_20181022_124636.jpg,1067,800,pavoreal,351,345,501,492
IMG_20181022_124636.jpg,1067,800,pavoreal,607,284,673,442
IMG_20190123_095336.jpg,1067,800,pavoreal,586,257,699,490
pavo03.jpg,800,985,pavoreal,458,195,728,498
IMG_20181117_102435.jpg,1067,800,pavoreal,263,295,702,509
IMG_20190121_153524.jpg,800,1067,pavoreal,500,438,603,596
IMG_20190121_153538.jpg,800,1067,pavoreal,396,419,510,476
IMG_20190122_174903.jpg,800,1067,pavoreal,495,558,577,673
IMG_20190122_174903.jpg,800,1067,pavoreal,506,489,542,553
IMG_20190121_153606.jpg,800,1067,pavoreal,295,468,668,597
IMG_20190123_095805.jpg,1067,800,pavoreal,472,320,635,435
IMG_20190123_095805.jpg,1067,800,pavoreal,277,317,410,429
IMG_20190123_095805.jpg,1067,800,pavoreal,253,219,311,275
IMG_20190123_085053.jpg,800,1067,pavoreal,431,520,553,695
IMG_20190124_114438.jpg,1067,800,pavoreal,439,386,521,543
IMG_20190124_114438.jpg,1067,800,pavoreal,179,411,220,502
IMG_20190124_114438.jpg,1067,800,pavoreal,637,305,697,350
IMG_20181026_154432.jpg,800,1067,pavoreal,416,446,505,601
IMG_20181026_154432.jpg,800,1067,pavoreal,292,549,408,648
IMG_20181019_125429.jpg,1067,800,pavoreal,684,228,797,329
IMG_20181019_125429.jpg,1067,800,pavoreal,336,238,404,385
IMG_20181022_125324.jpg,800,1067,pavoreal,191,513,437,701
IMG_20181019_125432.jpg,1067,800,pavoreal,515,299,731,538
IMG_20190117_083409.jpg,800,1067,pavoreal,478,478,585,585
IMG_20181026_172059.jpg,800,1067,pavoreal,237,334,305,449
IMG_20181019_125431.jpg,1067,800,pavoreal,318,280,473,434
pavo-real-habitat.jpg,1067,800,pavoreal,428,344,706,509
Pavos-reales.jpg,618,365,pavoreal,338,27,416,195
IMG_20181019_104154.jpg,1067,800,pavoreal,445,273,534,500
IMG_20181019_125434.jpg,1067,800,pavoreal,520,341,620,613
IMG_20190123_095800.jpg,1067,800,pavoreal,843,250,1003,311
IMG_20190123_095800.jpg,1067,800,pavoreal,400,226,447,309
IMG_20181022_124640.jpg,1067,800,pavoreal,320,390,431,638
IMG_20181022_124640.jpg,1067,800,pavoreal,566,279,817,495
IMG_20181117_145931.jpg,1067,800,pavoreal,433,463,648,591
IMG_20181117_145931.jpg,1067,800,pavoreal,361,380,478,468
IMG_20181117_145931.jpg,1067,800,pavoreal,519,271,632,400
IMG_20190123_095321.jpg,800,1067,pavoreal,320,395,477,536
pavo_real1.jpg,1067,800,pavoreal,163,234,488,423
IMG_20181019_104203.jpg,1067,800,pavoreal,691,368,970,664
IMG_20181019_104203.jpg,1067,800,pavoreal,503,196,730,361
IMG_20190123_095329.jpg,800,1067,pavoreal,270,378,401,563
IMG_20190117_083404.jpg,800,1067,pavoreal,391,452,495,526
pavo-real-alimentacion-y-habitat.jpg,500,375,pavoreal,194,154,323,236
pavo-real-alimentacion-y-habitat.jpg,500,375,pavoreal,37,153,194,221
IMG_20190117_083411.jpg,800,1067,pavoreal,324,487,432,569
IMG_20181117_102438.jpg,1067,800,pavoreal,335,274,717,625
IMG_20190123_095330.jpg,800,1067,pavoreal,167,351,382,565
IMG_20181126_141515.jpg,1067,800,pavoreal,283,399,613,601
IMG_20190123_095320.jpg,800,1067,pavoreal,306,348,380,473
IMG_20190121_153611.jpg,800,1067,pavoreal,303,518,463,600
IMG_20181022_125329.jpg,800,1067,pavoreal,257,553,615,771
IMG_20181117_145939.jpg,1067,800,pavoreal,500,283,654,522
IMG_20181117_145941.jpg,1067,800,pavoreal,542,308,688,533
IMG_20190123_095323.jpg,800,1067,pavoreal,407,431,609,562
Pavo-real-en-la-India-Pavo-real-en-la-selva---c-Feministjulie.jpg,1422,800,pavoreal,552,376,738,582
IMG_20190121_153542.jpg,800,1067,pavoreal,343,490,479,578
IMG_20181026_172100.jpg,800,1067,pavoreal,103,332,280,576
IMG_20181019_125317.jpg,800,1067,pavoreal,310,357,587,645
IMG_20181022_125327.jpg,800,1067,pavoreal,243,533,565,679
IMG_20190122_174917.jpg,1067,800,pavoreal,520,401,607,471
IMG_20190122_174917.jpg,1067,800,pavoreal,658,379,725,443
IMG_20181123_103819.jpg,1067,800,pavoreal,187,304,237,359
IMG_20181123_103819.jpg,1067,800,pavoreal,332,311,411,374
IMG_20181123_103819.jpg,1067,800,pavoreal,543,316,603,364
IMG_20181123_103819.jpg,1067,800,pavoreal,681,336,772,440
IMG_20181123_103819.jpg,1067,800,pavoreal,788,372,838,420
pavo-real..jpg,720,480,pavoreal,276,79,342,188
primera-administracion.jpg,550,413,pavoreal,79,110,309,210
IMG_20190121_153516.jpg,800,1067,pavoreal,389,448,501,507
IMG_20190117_083406.jpg,800,1067,pavoreal,396,442,541,534
IMG_20190121_153540.jpg,800,1067,pavoreal,343,432,483,497
IMG_20181126_141512.jpg,1067,800,pavoreal,281,267,564,547
IMG_20190123_095328.jpg,800,1067,pavoreal,367,354,512,583
IMG_20190123_085735.jpg,800,1067,pavoreal,275,485,389,609
IMG_20190123_180209.jpg,1067,800,pavoreal,638,264,829,375
IMG_20190121_153523.jpg,800,1067,pavoreal,579,376,685,617
IMG_20190121_153522.jpg,800,1067,pavoreal,471,430,588,569
IMG_20190123_095804.jpg,1067,800,pavoreal,373,349,540,468
IMG_20190123_095804.jpg,1067,800,pavoreal,202,332,355,449
IMG_20190123_095804.jpg,1067,800,pavoreal,398,223,486,271
IMG_20181026_154426.jpg,800,1067,pavoreal,215,398,531,712
IMG_20181123_103827.jpg,1067,800,pavoreal,233,303,305,367
IMG_20181123_103827.jpg,1067,800,pavoreal,538,297,588,343
IMG_20181123_103827.jpg,1067,800,pavoreal,762,300,816,350
IMG_20181123_103827.jpg,1067,800,pavoreal,955,333,1016,448
IMG_20181019_104201.jpg,1067,800,pavoreal,600,392,852,559
IMG_20181026_172101.jpg,800,1067,pavoreal,1,405,329,675
IMG_20181117_145935.jpg,1067,800,pavoreal,664,463,797,612
IMG_20181117_145935.jpg,1067,800,pavoreal,322,441,576,550
IMG_20181117_145935.jpg,1067,800,pavoreal,268,230,424,390
IMG_20181117_145930.jpg,1067,800,pavoreal,445,441,647,554
IMG_20181117_145930.jpg,1067,800,pavoreal,565,272,680,387
IMG_20181117_145930.jpg,1067,800,pavoreal,406,369,486,441
IMG_20190123_180207.jpg,1067,800,pavoreal,614,250,730,344
IMG_20190121_153518.jpg,800,1067,pavoreal,470,447,643,520
IMG_20181117_102437.jpg,1067,800,pavoreal,245,281,649,560
IMG_20181123_103817.jpg,1067,800,pavoreal,495,325,567,369
IMG_20181123_103817.jpg,1067,800,pavoreal,291,313,378,356
IMG_20181123_103817.jpg,1067,800,pavoreal,223,311,272,353
IMG_20181123_103817.jpg,1067,800,pavoreal,695,344,795,409
IMG_20181019_125315.jpg,800,1067,pavoreal,181,359,302,666
IMG_20181022_125318.jpg,800,1067,pavoreal,304,367,424,601
IMG_20181022_125318.jpg,800,1067,pavoreal,119,319,213,405
IMG_20190123_095317.jpg,800,1067,pavoreal,345,313,449,431
IMG_20190123_095325.jpg,800,1067,pavoreal,361,461,584,596
IMG_20181022_130549.jpg,800,1067,pavoreal,395,301,581,700
IMG_20181117_102437_01.jpg,1067,800,pavoreal,259,276,650,576
