filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20190121_153519.jpg,800,1067,pavoreal,419,436,519,522
IMG_20190124_114502.jpg,800,1067,pavoreal,365,498,455,571
IMG_20181117_145931_01.jpg,1067,800,pavoreal,443,468,666,635
IMG_20181117_145931_01.jpg,1067,800,pavoreal,337,410,464,502
IMG_20181117_145931_01.jpg,1067,800,pavoreal,465,259,591,388
IMG_20181022_124639.jpg,1067,800,pavoreal,309,345,647,654
IMG_20181022_124639.jpg,1067,800,pavoreal,895,49,985,199
IMG_20190123_095329.jpg,800,1067,pavoreal,270,378,364,552
IMG_20190123_095325.jpg,800,1067,pavoreal,361,461,509,586
IMG_20190123_085052.jpg,800,1067,pavoreal,500,484,588,778
IMG_20181022_130551.jpg,1067,800,pavoreal,465,304,661,590
IMG_20181117_102437.jpg,1067,800,pavoreal,398,305,644,491
IMG_20190123_085729.jpg,800,1067,pavoreal,336,440,421,523
IMG_20181123_103817.jpg,1067,800,pavoreal,495,325,567,369
IMG_20181123_103817.jpg,1067,800,pavoreal,291,313,378,356
IMG_20181123_103817.jpg,1067,800,pavoreal,223,311,272,353
IMG_20181123_103817.jpg,1067,800,pavoreal,695,352,770,409
IMG_20190208_173416.jpg,1067,800,pavoreal,716,468,835,541
IMG_20190123_095808.jpg,1067,800,pavoreal,375,455,464,533
IMG_20190123_095808.jpg,1067,800,pavoreal,254,471,328,559
IMG_20181026_172059.jpg,800,1067,pavoreal,237,334,305,449
IMG_20190121_153540.jpg,800,1067,pavoreal,347,428,435,489
IMG_20190123_095800.jpg,1067,800,pavoreal,843,250,930,300
IMG_20190123_095800.jpg,1067,800,pavoreal,400,226,447,309
IMG_20190123_095800.jpg,1067,800,pavoreal,452,231,487,293
IMG_20181022_124644.jpg,1067,800,pavoreal,382,441,501,611
IMG_20181022_124644.jpg,1067,800,pavoreal,504,444,664,566
IMG_20181019_125318.jpg,800,1067,pavoreal,413,450,512,635
IMG_20190123_095323.jpg,800,1067,pavoreal,407,431,561,545
IMG_20181026_154422.jpg,800,1067,pavoreal,298,333,503,637
IMG_20181117_102435.jpg,1067,800,pavoreal,412,295,702,451
IMG_20181117_145930.jpg,1067,800,pavoreal,445,441,647,554
IMG_20181117_145930.jpg,1067,800,pavoreal,565,272,680,387
IMG_20181117_145930.jpg,1067,800,pavoreal,406,369,486,441
IMG_20190123_095321.jpg,800,1067,pavoreal,321,395,442,538
IMG_20190117_083406.jpg,800,1067,pavoreal,396,442,466,533
IMG_20190123_180210.jpg,1067,800,pavoreal,565,318,736,449
IMG_20190122_174844.jpg,800,1067,pavoreal,415,402,520,488
IMG_20181117_145940.jpg,1067,800,pavoreal,570,299,740,538
IMG_20190121_153528.jpg,800,1067,pavoreal,294,462,461,603
IMG_20190123_095317.jpg,800,1067,pavoreal,345,313,449,431
IMG_20181019_125317.jpg,800,1067,pavoreal,310,357,587,645
IMG_20181019_125434.jpg,1067,800,pavoreal,520,341,620,613
IMG_20190122_174904.jpg,800,1067,pavoreal,429,569,520,689
IMG_20190123_095324.jpg,800,1067,pavoreal,312,493,495,601
IMG_20190117_083404.jpg,800,1067,pavoreal,391,452,440,521
IMG_20181117_102437_01.jpg,1067,800,pavoreal,413,297,656,487
IMG_20181022_125324.jpg,800,1067,pavoreal,191,513,437,701
IMG_20190124_114430.jpg,1067,800,pavoreal,272,411,371,507
IMG_20181123_103819.jpg,1067,800,pavoreal,187,304,237,359
IMG_20181123_103819.jpg,1067,800,pavoreal,332,311,411,374
IMG_20181123_103819.jpg,1067,800,pavoreal,543,316,603,364
IMG_20181123_103819.jpg,1067,800,pavoreal,681,336,772,440
IMG_20181123_103819.jpg,1067,800,pavoreal,788,372,838,420
IMG_20181019_125315.jpg,800,1067,pavoreal,181,359,302,666
IMG_20190123_085048.jpg,800,1067,pavoreal,299,250,504,428
IMG_20181117_102438.jpg,1067,800,pavoreal,468,303,715,491
IMG_20181117_145936.jpg,1067,800,pavoreal,120,169,282,355
IMG_20181117_145936.jpg,1067,800,pavoreal,236,391,565,523
IMG_20181117_145936.jpg,1067,800,pavoreal,663,395,785,538
IMG_20181117_145931.jpg,1067,800,pavoreal,433,463,648,591
IMG_20181117_145931.jpg,1067,800,pavoreal,361,380,478,468
IMG_20181117_145931.jpg,1067,800,pavoreal,519,271,632,400
IMG_20190123_095334.jpg,1067,800,pavoreal,465,282,558,451
IMG_20181019_125432.jpg,1067,800,pavoreal,515,299,731,538
IMG_20190123_095330.jpg,800,1067,pavoreal,167,351,299,523
IMG_20181126_141516.jpg,1067,800,pavoreal,273,410,393,509
IMG_20190121_153520.jpg,800,1067,pavoreal,435,453,558,553
IMG_20190121_153609.jpg,800,1067,pavoreal,279,477,425,566
IMG_20190123_180206.jpg,1067,800,pavoreal,499,245,565,313
IMG_20181026_172100.jpg,800,1067,pavoreal,103,332,280,576
IMG_20190117_083409.jpg,800,1067,pavoreal,482,478,538,550
IMG_20181026_172106.jpg,800,1067,pavoreal,135,384,282,576
IMG_20181026_154432.jpg,800,1067,pavoreal,416,446,505,601
IMG_20181026_154432.jpg,800,1067,pavoreal,292,549,408,648
IMG_20181026_172101.jpg,800,1067,pavoreal,1,405,329,675
IMG_20181117_102433.jpg,1067,800,pavoreal,403,346,655,496
IMG_20190124_114453.jpg,1067,800,pavoreal,555,301,747,448
IMG_20190123_095336.jpg,1067,800,pavoreal,586,257,673,401
IMG_20190121_153516.jpg,800,1067,pavoreal,395,461,469,514
IMG_20181117_145939.jpg,1067,800,pavoreal,500,283,654,522
IMG_20190121_153542.jpg,800,1067,pavoreal,347,488,433,558
IMG_20190121_153522.jpg,800,1067,pavoreal,471,430,588,569
IMG_20190123_180207.jpg,1067,800,pavoreal,614,250,730,344
IMG_20190208_173448.jpg,1067,800,pavoreal,147,288,511,484
IMG_20181117_145929.jpg,1067,800,pavoreal,453,438,614,529
IMG_20181117_145929.jpg,1067,800,pavoreal,590,317,674,411
IMG_20181117_145929.jpg,1067,800,pavoreal,437,385,493,447
IMG_20181117_102436.jpg,1067,800,pavoreal,465,272,695,477
IMG_20181117_145936_01.jpg,1067,800,pavoreal,672,387,803,538
IMG_20181117_145936_01.jpg,1067,800,pavoreal,235,402,604,566
IMG_20181117_145936_01.jpg,1067,800,pavoreal,10,177,207,388
IMG_20181123_103827.jpg,1067,800,pavoreal,233,303,305,367
IMG_20181123_103827.jpg,1067,800,pavoreal,538,297,588,343
IMG_20181123_103827.jpg,1067,800,pavoreal,762,300,816,350
IMG_20181123_103827.jpg,1067,800,pavoreal,955,333,1016,448
IMG_20190121_153518.jpg,800,1067,pavoreal,470,451,561,518
IMG_20190208_173422.jpg,1067,800,pavoreal,696,448,827,530
IMG_20181022_125318.jpg,800,1067,pavoreal,317,376,415,541
IMG_20181022_125318.jpg,800,1067,pavoreal,119,319,213,405
IMG_20181022_125315.jpg,800,1067,pavoreal,309,491,410,652
IMG_20181019_125429.jpg,1067,800,pavoreal,684,228,797,329
IMG_20181019_125429.jpg,1067,800,pavoreal,336,238,404,385
IMG_20190122_174903.jpg,800,1067,pavoreal,495,558,577,673
IMG_20190122_174903.jpg,800,1067,pavoreal,506,489,542,553
IMG_20190123_095804.jpg,1067,800,pavoreal,373,349,532,465
IMG_20190123_095804.jpg,1067,800,pavoreal,202,332,335,435
IMG_20190123_095804.jpg,1067,800,pavoreal,398,223,450,273
IMG_20190124_114445.jpg,1067,800,pavoreal,498,468,627,555
IMG_20190124_114511.jpg,800,1067,pavoreal,121,567,198,636
IMG_20190124_114511.jpg,800,1067,pavoreal,513,483,581,542
IMG_20190123_095320.jpg,800,1067,pavoreal,306,348,380,473
IMG_20190208_173401.jpg,1067,800,pavoreal,330,377,580,525
